,Eff Gas Day/Eff Time,TSP Name,CycleDesc,Loc Purp Desc,Loc,Loc Name,Loc Zn,Loc (Segment),Design Capacity,Operating Capacity,Total Scheduled Quantity,Operationally Available Capacity,IT,Flow Ind,All Qty Avail,Qty Reason,TimeStamp
357,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900171,AMER IL/NGPL HOYLETON WASHINGTON   ,6.0,28.0,"3,780","3,780",0,0,N,D,Y,,2025-04-26 10:40:07
358,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900172,NASHVILL/NGPL WA                   ,6.0,28.0,"5,125","5,125",540,"4,585",N,D,Y,,2025-04-26 10:40:07
359,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900173,AMER IL/NGPL DUBOIS WASHINGTON     ,6.0,28.0,"3,570","3,570",0,0,N,D,Y,,2025-04-26 10:40:07
360,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900174,AMER IL/NGPL TAMAROA PERRY         ,6.0,28.0,"3,610","3,610",0,0,N,D,Y,,2025-04-26 10:40:07
361,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900175,PICKNEY/NGPL PER                   ,6.0,28.0,"6,530","6,530",325,"6,205",N,D,Y,,2025-04-26 10:40:07
362,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900176,AMER IL/NGPL VERGENNES JACKSON     ,6.0,28.0,360,360,0,0,N,D,Y,,2025-04-26 10:40:07
363,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900177,AMER IL/NGPL STEELEVILLE JACKSON   ,6.0,28.0,"19,760","19,760",0,0,N,D,Y,,2025-04-26 10:40:07
364,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900178,AMER IL/NGPL GORHAM JACKSON        ,6.0,28.0,320,320,0,0,N,D,Y,,2025-04-26 10:40:07
365,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900179,GR TOWER/NGPL JA                   ,6.0,28.0,770,770,11,759,N,D,Y,,2025-04-26 10:40:07
366,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900180,FROHNA/NGPL PERR                   ,6.0,27.0,676,676,26,650,N,D,Y,,2025-04-26 10:40:07
367,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900181,PERRYVLL/NGPL CA                   ,6.0,27.0,"42,617","42,617","1,865","40,752",N,D,Y,,2025-04-26 10:40:07
368,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900182,LIBERTY/NGPL OAKRDG CAPE GIRARDEAU ,6.0,27.0,403,403,0,0,N,D,Y,,2025-04-26 10:40:07
369,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900183,LIBERTY/NGPL JACKSN CAPE GIRARDEAU ,6.0,27.0,"29,007","29,007",0,0,N,D,Y,,2025-04-26 10:40:07
370,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900184,AMUE/NGPL LUTESVILLE BOLLINGER     ,6.0,27.0,"3,340","3,340",0,0,N,D,Y,,2025-04-26 10:40:07
371,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900185,LIBERTY/NGPL PUXICO STODDARD       ,6.0,27.0,584,584,0,0,N,D,Y,,2025-04-26 10:40:07
372,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900186,AMUE/NGPL FISK BUTLER              ,6.0,27.0,"5,870","5,870",0,0,N,D,Y,,2025-04-26 10:40:07
373,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900187,LIBERTY/NGPL DONIPHAN BUTLER       ,6.0,27.0,"9,888","9,888",0,0,N,D,Y,,2025-04-26 10:40:07
374,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900188,LIBERTY/NGPL NEELYVILLE BUTLER     ,6.0,27.0,861,861,0,0,N,D,Y,,2025-04-26 10:40:07
375,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900189,MARIETTA/NGPL MARIETTA CASS        ,3.0,26.0,"3,677","3,677",17,"3,660",N,D,Y,,2025-04-26 10:40:07
376,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900190,NGT/NGPL DOUGLASSVILLE CASS        ,3.0,26.0,"3,677","3,677",0,"3,677",N,D,Y,,2025-04-26 10:40:07
377,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900203,NNG/NGPL MILLS                     ,6.0,13.0,"100,000","100,000",0,"100,000",N,BD,Y,,2025-04-26 10:40:07
378,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900390,FORDCNTY/NGPL FO                   ,2.0,11.0,"3,303","3,303",55,"3,248",N,D,Y,,2025-04-26 10:40:07
379,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900421,SNG/NGPL ERATH VERMILION           ,5.0,24.0,"77,927","77,927",0,"77,927",N,D,Y,,2025-04-26 10:40:07
380,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900545,MOBIL/NGPL LIBER                   ,3.0,25.0,"43,260","43,260",0,"43,260",N,D,Y,,2025-04-26 10:40:07
381,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900546,ENTRPRSE/NGPL DEVERS LIBERTY       ,3.0,25.0,"391,101","391,101","33,215","357,886",N,D,Y,,2025-04-26 10:40:07
382,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900548,TRUNKLNE/NGPL LAKESIDE CAMERON     ,5.0,23.0,"357,739","300,000",0,"300,000",N,D,Y,,2025-04-26 10:40:07
383,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900549,TEX GAS/NGPL LOWRY CAMERON         ,5.0,23.0,"260,000","225,000",0,"225,000",N,D,Y,,2025-04-26 10:40:07
384,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900551,GULFSTH/NGPL DEEP LAKE CAMERON     ,5.0,23.0,"72,200","105,000","10,000","95,000",N,D,Y,,2025-04-26 10:40:07
385,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900553,TGP/NGPL CHALKLEY CAMERON          ,5.0,23.0,"151,497","150,000",0,"150,000",N,D,Y,,2025-04-26 10:40:07
386,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900987,KMTEJAS/NGPL JEF                   ,3.0,25.0,"160,000","160,000","43,416","116,584",N,D,Y,,2025-04-26 10:40:07
387,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,901028,IPLC/NGPL CDP CLINTON              ,6.0,29.0,0,"33,100","16,501","16,599",N,D,Y,,2025-04-26 10:40:07
388,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,901043,NICORGAS/NGPL MARENGO MC HENRY     ,6.0,29.0,"35,399","35,399",0,0,N,D,Y,,2025-04-26 10:40:07
389,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,901100,ACADIAN/NGPL #1 VERMILION          ,5.0,24.0,"110,929","110,929",0,"110,929",N,D,Y,,2025-04-26 10:40:07
390,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,901151,CNTRPT/NGPL GLEN FLORA WHARTON     ,4.0,22.0,"94,458","94,458",5,"94,453",N,D,Y,,2025-04-26 10:40:07
391,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,901153,CNTRPT/NGPL SPRING HARRIS          ,4.0,22.0,"23,000","23,000","1,551","21,449",Y,D,Y,,2025-04-26 10:40:07
392,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,901154,CNTRPT/NGPL EAST BERNARD           ,4.0,22.0,"94,458","94,458",99,"94,359",N,D,Y,,2025-04-26 10:40:07
393,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,902923,GRAPHIC/NGPL CAS                   ,6.0,27.0,"33,209","33,209",700,"32,509",N,D,Y,,2025-04-26 10:40:07
394,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,903179,IPLC/NGPL AMANA POWESHIEK          ,6.0,96.0,"14,420","14,420",0,0,N,D,Y,,2025-04-26 10:40:07
395,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,903180,IPLC/NGPL TAMA                     ,6.0,96.0,"14,420","14,420",0,0,N,D,Y,,2025-04-26 10:40:07
396,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,903366,SWT LAKE/NGPL CA                   ,5.0,23.0,"86,520","86,520",0,"86,520",N,D,Y,,2025-04-26 10:40:07
397,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,903411,IPLC/NGPL BEAMAN GRUNDY            ,6.0,96.0,"86,520","86,520",0,0,N,D,Y,,2025-04-26 10:40:07
398,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,903600,AMER IL/NGPL SHEFFIELD BUREAU      ,6.0,14.0,"2,847","2,847",0,0,N,D,Y,,2025-04-26 10:40:07
399,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,903643,KMTP/NGPL #1 JEFFERSON             ,3.0,25.0,"570,395","570,395","25,000","545,395",N,D,Y,,2025-04-26 10:40:07
400,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,903686,WTG/NGPL STINNETT HUTCHINSON       ,2.0,6.0,"3,296","3,296",100,"3,196",N,D,Y,,2025-04-26 10:40:07
401,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,903933,ENBRIDGE/NGPL BRYANS MILL FUEL CASS,3.0,26.0,"192,610","192,610",0,"192,610",N,D,Y,,2025-04-26 10:40:07
402,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904105,NICORGAS/NGPL ROWELL AVE WILL      ,6.0,32.0,"92,380","92,380",0,0,N,D,Y,,2025-04-26 10:40:07
403,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904106,NICORGAS/NGPL ROSELLE ROAD COOK    ,6.0,30.0,"86,527","86,527",0,0,N,D,Y,,2025-04-26 10:40:07
404,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904107,NICORGAS/NGPL AMOCO WILL           ,6.0,33.0,"86,498","86,498",0,0,N,D,Y,,2025-04-26 10:40:07
405,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904113,NICORGAS/NGPL MANHATTAN ROAD WILL  ,6.0,33.0,"22,182","22,182",0,0,N,D,Y,,2025-04-26 10:40:07
406,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904117,NICORGAS/NGPL EOLA ROAD DU PAGE    ,6.0,30.0,"636,180","636,180",0,0,N,D,Y,,2025-04-26 10:40:07
407,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904121,NICORGAS/NGPL TOUHY AVE COOK       ,6.0,30.0,"86,413","86,413",0,0,N,D,Y,,2025-04-26 10:40:07
408,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904122,NICORGAS/NGPL SUMMIT AVE COOK      ,6.0,31.0,"170,360","170,360",0,0,N,D,Y,,2025-04-26 10:40:07
409,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904125,NICORGAS/NGPL PARK FOREST COOK     ,6.0,33.0,"83,062","83,062",0,0,N,D,Y,,2025-04-26 10:40:07
410,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904135,NICORGAS/NGPL 170TH ST COOK        ,6.0,32.0,"38,330","38,330",0,0,N,D,Y,,2025-04-26 10:40:07
411,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904137,NICORGAS/NGPL RIDGELAND AVE COOK   ,6.0,31.0,"123,626","123,626",0,0,N,D,Y,,2025-04-26 10:40:07
412,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904147,NICORGAS/NGPL BURNHAM COOK         ,6.0,32.0,"2,250","2,250",0,0,N,D,Y,,2025-04-26 10:40:07
413,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904164,PGLC/NGPL 134TH ST COOK            ,6.0,32.0,"1,750","1,750",0,0,N,D,Y,,2025-04-26 10:40:07
414,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904174,PGLC/NGPL OAKTON STREET COOK       ,6.0,30.0,"1,690,644","1,690,644",0,0,N,D,Y,,2025-04-26 10:40:07
415,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904193,NIPSCO/NGPL 112TH ST COOK          ,6.0,32.0,"40,900","40,900",0,0,N,D,Y,,2025-04-26 10:40:07
416,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904205,NICORGAS/NGPL STEPAN CHEMICAL WILL ,6.0,33.0,"5,000","5,000",0,0,N,D,Y,,2025-04-26 10:40:07
417,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904209,NICORGAS/NGPL UPS COOK             ,6.0,31.0,"2,310","2,310",0,0,N,D,Y,,2025-04-26 10:40:07
418,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904210,NICORGAS/NGPL JOLIET EDISON NO WILL,6.0,32.0,"343,426","343,426",0,0,N,D,Y,,2025-04-26 10:40:07
419,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904216,NICORGAS/NGPL JOLIET EDISON SO WILL,6.0,32.0,"132,540","132,540",0,0,N,D,Y,,2025-04-26 10:40:07
420,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904359,PGLC/NGPL REPUBLIC ENG STEEL COOK  ,6.0,32.0,"8,140","8,140",0,0,N,D,Y,,2025-04-26 10:40:07
421,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904360,PGLC/NGPL CRAWFORD COOK            ,6.0,31.0,"1,906,692","1,906,692",0,0,N,D,Y,,2025-04-26 10:40:07
422,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904373,PGLC/NGPL S.H. BELL COMPANY COOK   ,6.0,32.0,40,40,0,0,N,D,Y,,2025-04-26 10:40:07
423,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904758,ANR/NGPL SOUTH JOLIET #2 WILL      ,6.0,33.0,"150,000","150,000","26,000","124,000",N,D,Y,,2025-04-26 10:40:07
424,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904829,NICORGAS/NGPL HODGKINS COOK        ,6.0,31.0,"4,500","4,500",0,0,N,D,Y,,2025-04-26 10:40:07
425,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,904881,AMER IL/NGPL HARRISON JACKSON      ,6.0,28.0,"90,030","90,030",0,0,N,D,Y,,2025-04-26 10:40:07
426,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,905317,TARGA MC/NGPL ENVILLE PLT LOVE     ,3.0,15.0,"8,132","8,132",290,"7,842",N,D,Y,,2025-04-26 10:40:07
427,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,905570,ONEOKWES/NGPL CA                   ,2.0,6.0,"47,286","47,286","10,000","37,286",N,D,Y,,2025-04-26 10:40:07
428,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,905571,TRANSPET/NGPL HA                   ,2.0,10.0,"3,295","3,295",0,"3,295",N,D,Y,,2025-04-26 10:40:07
429,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,905582,LONESTAR/NGPL LA                   ,3.0,17.0,"105,708","105,708",0,"105,708",N,D,Y,,2025-04-26 10:40:07
430,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,906103,PEPL/NGPL MOULTR                   ,6.0,28.0,"150,000","150,000",0,"150,000",N,D,Y,,2025-04-26 10:40:07
431,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,906505,COL GULF/NGPL ERATH VERMILION      ,5.0,24.0,"156,147",1,0,1,N,D,Y,,2025-04-26 10:40:07
432,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,907081,CIG/NGPL ADAMS RANCH #2 BEAVER     ,2.0,10.0,"282,220","282,220",0,"282,220",N,D,Y,,2025-04-26 10:40:07
433,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,907112,WISC ELE/NGPL KE                   ,6.0,39.0,"141,726","107,672","15,601","92,071",N,D,Y,,2025-04-26 10:40:07
434,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,907610,BRIDGHOL/NGPL VE                   ,5.0,24.0,"40,000","37,000",0,"37,000",N,BD,Y,,2025-04-26 10:40:07
435,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,907830,CNTRPT/NGPL SPLENDORA MONTGOMERY   ,3.0,26.0,245,245,5,240,N,D,Y,,2025-04-26 10:40:07
436,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,907860,LIBERTY/NGPL CDP SOUTH             ,6.0,28.0,0,"7,600",933,"6,667",N,D,Y,,2025-04-26 10:40:07
437,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,908087,ONG/NGPL MARIETTA LOVE             ,3.0,15.0,"2,480","2,480",99,"2,381",N,D,Y,,2025-04-26 10:40:07
438,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,908131,MONTEZUM/NGPL BARNES CTY MAHASKA   ,80.0,80.0,251,251,0,0,N,D,Y,,2025-04-26 10:40:07
439,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,908197,ENSTOR/NGPL KATY FORT BEND         ,4.0,22.0,"187,082",1,0,1,N,BD,Y,,2025-04-26 10:40:07
440,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,909209,LIBERTY/NGPL CDP MISSOURI          ,6.0,27.0,0,"9,630","3,242","6,388",N,D,Y,,2025-04-26 10:40:07
441,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,909260,NIPSCO/NGPL CDP                    ,6.0,36.0,0,"991,794","624,868","366,926",Y,D,Y,,2025-04-26 10:40:07
442,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,909285,PGLC/NGPL CDP                      ,6.0,30.0,0,"974,565","504,078","470,487",N,D,Y,,2025-04-26 10:40:07
443,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,909294,WISC ELE/NGPL CDP                  ,6.0,29.0,0,"32,404",188,"32,216",N,D,Y,,2025-04-26 10:40:07
444,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,909406,BHSC/NGPL G CDP                    ,6.0,13.0,0,"1,402",344,"1,058",N,D,Y,,2025-04-26 10:40:07
445,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,909442,AMUE/NGPL CDP                      ,6.0,27.0,0,"3,430",47,"3,383",N,D,Y,,2025-04-26 10:40:07
446,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,909444,LIBERTY/NGPL CDP NORTH             ,6.0,28.0,0,"6,700",753,"5,947",N,D,Y,,2025-04-26 10:40:07
